Brand,Model,Launch Year,Segment,Fuel Type,Fuel_Type_Group,Variants,Minimum_Price (Lakhs),Maximum_Price (Lakhs),Average_price(Lakhs),Price_INR,Price_Category,Is EV?,Performance,,Notable Features
Mercedes,C-Class,2015,MPV,Petrol/CNG,Hybrid,2,8,20,14.0,1400000,Mid Range,No,28.7 kmpl,28.7,"Hill Hold, TPMS, 360 Camera, ESC, Ventilated Seats, Sunroof, Cruise Control, Power Windows, Leather Seats, HUD"
Toyota,Urban Cruiser,2023,Compact SUV,Diesel,Diesel,24,7,18,12.5,1250000,Mid Range,No,18.5 kmpl,18.5,"ESC, ABS, Hill Hold, 360 Camera, Ventilated Seats, AC, Sunroof, HUD"
Lexus,RX,2023,Hatchback,Diesel,Diesel,11,3.5,8.5,6.0,600000,Entry Level,No,22.9 kmpl,22.9,"Hill Hold, EBD, Ventilated Seats, Leather Seats, Cruise Control, AC, Touchscreen, HUD"
Jeep,Meridian,2019,Luxury,Petrol,Petrol,17,30,100,65.0,6500000,Luxury,No,20.1 kmpl,20.1,"ADAS, TPMS, ESC, EBD, AC, Sunroof, Leather Seats, Cruise Control, Touchscreen, Android Auto, Connected Car"
Audi,A4,2021,SUV,Petrol,Petrol,14,10,30,20.0,2000000,Upper Mid,No,17.1 kmpl,17.1,"ADAS, ABS, Hill Hold, Sunroof, Cruise Control, AC, Android Auto, Wireless Charging"
Toyota,Fortuner,2015,Hatchback,Petrol,Petrol,22,3.5,8.5,6.0,600000,Entry Level,No,16.7 kmpl,16.7,"Airbags, TPMS, ESC, ADAS, Sunroof, AC, Touchscreen, Power Windows, Wireless Charging, Connected Car"
Renault,Kwid,2015,Hatchback,Diesel,Diesel,7,3.5,8.5,6.0,600000,Entry Level,No,19.1 kmpl,19.1,"ADAS, EBD, ESC, 360 Camera, Ventilated Seats, Cruise Control, Touchscreen, AC, Connected Car"
Mercedes,A-Class,2015,Sedan,Electric,EV,8,7.2,19.5,13.4,1335000,Mid Range,Yes,386 km range,386,"Hill Hold, Airbags, TPMS, ABS, Leather Seats, Power Windows, Cruise Control, Sunroof, Apple CarPlay, HUD, Connected Car"
Honda,City,2020,SUV,Diesel,Diesel,6,10,30,20.0,2000000,Upper Mid,No,19.3 kmpl,19.3,"ADAS, EBD, Airbags, Ventilated Seats, Sunroof, AC, Voice Control, Apple CarPlay, Wireless Charging"
Toyota,Fortuner,2016,Electric Hatchback,Diesel,Diesel,8,6,12,9.0,900000,Mid Range,No,26.1 kmpl,26.1,"Airbags, Hill Hold, Ventilated Seats, Leather Seats, AC, Touchscreen, Voice Control, Android Auto"
BMW,X1,2016,Hatchback,Petrol/CNG,Hybrid,7,3.5,8.5,6.0,600000,Entry Level,No,25.6 kmpl,25.6,"ESC, Hill Hold, 360 Camera, Sunroof, Touchscreen, Leather Seats, AC, Voice Control"
Toyota,Camry,2022,Sedan,Petrol,Petrol,19,6,15,10.5,1050000,Mid Range,No,24.0 kmpl,24,"TPMS, ESC, ADAS, EBD, Touchscreen, AC, Power Windows, Sunroof, Cruise Control, Voice Control, HUD"
BMW,2 Series,2021,Compact SUV,Diesel,Diesel,6,7,18,12.5,1250000,Mid Range,No,22.5 kmpl,22.5,"ABS, ADAS, TPMS, Sunroof, Ventilated Seats, Cruise Control, Power Windows, AC, Connected Car, Apple CarPlay, Wireless Charging"
Mercedes,A-Class,2018,Electric SUV,Petrol/Diesel,Hybrid,21,12,25,18.5,1850000,Upper Mid,No,16.8 kmpl,16.8,"ABS, ESC, Ventilated Seats, AC, Touchscreen, Cruise Control, Android Auto, Apple CarPlay"
Hyundai,Verna,2020,Compact SUV,Diesel,Diesel,17,7,18,12.5,1250000,Mid Range,No,26.4 kmpl,26.4,"360 Camera, ESC, EBD, Leather Seats, AC, Cruise Control, Power Windows, Touchscreen, Apple CarPlay, Connected Car, HUD"
BMW,2 Series,2020,Electric Hatchback,Diesel,Diesel,9,6,12,9.0,900000,Mid Range,No,26.7 kmpl,26.7,"ESC, 360 Camera, Hill Hold, AC, Cruise Control, Touchscreen, Sunroof, Leather Seats, Wireless Charging"
BYD,E6,2022,Hatchback,Petrol,Petrol,9,3.5,8.5,6.0,600000,Entry Level,No,17.3 kmpl,17.3,"360 Camera, EBD, ABS, Leather Seats, Power Windows, Sunroof, Touchscreen, Connected Car, Android Auto"
Toyota,Urban Cruiser,2018,Hatchback,Petrol,Petrol,24,3.5,8.5,6.0,600000,Entry Level,No,15.9 kmpl,15.9,"ESC, Hill Hold, ADAS, Sunroof, AC, Ventilated Seats, Touchscreen, Leather Seats, Voice Control, Wireless Charging"
Force,Gurkha,2016,Sedan,Petrol/Diesel,Hybrid,9,6,15,10.5,1050000,Mid Range,No,20.8 kmpl,20.8,"Hill Hold, Airbags, AC, Leather Seats, Ventilated Seats, HUD, Connected Car"
Kia,Seltos,2017,Electric SUV,Petrol,Petrol,8,12,25,18.5,1850000,Upper Mid,No,15.5 kmpl,15.5,"360 Camera, TPMS, Touchscreen, Sunroof, Leather Seats, AC, Power Windows, Android Auto"
BYD,Atto 3,2022,Hatchback,Petrol,Petrol,22,3.5,8.5,6.0,600000,Entry Level,No,18.2 kmpl,18.2,"Hill Hold, 360 Camera, ESC, Ventilated Seats, Cruise Control, Leather Seats, Touchscreen, AC, Connected Car, Voice Control, Apple CarPlay"
Maruti Suzuki,Swift,2017,Compact SUV,Petrol/Diesel,Hybrid,23,7,18,12.5,1250000,Mid Range,No,15.3 kmpl,15.3,"ESC, ABS, Hill Hold, Sunroof, Cruise Control, Touchscreen, AC, Ventilated Seats, Voice Control, HUD"
Tata,Punch,2017,Compact SUV,Diesel,Diesel,8,7,18,12.5,1250000,Mid Range,No,24.7 kmpl,24.7,"Airbags, ADAS, ABS, TPMS, Sunroof, Cruise Control, Leather Seats, AC, Power Windows, Connected Car"
Force,Gurkha,2023,Compact SUV,Petrol,Petrol,1,7,18,12.5,1250000,Mid Range,No,20.8 kmpl,20.8,"ADAS, EBD, TPMS, ABS, Sunroof, Power Windows, Leather Seats, HUD, Connected Car, Android Auto"
BYD,Atto 3,2018,Hatchback,Petrol/Diesel,Hybrid,17,3.5,8.5,6.0,600000,Entry Level,No,19.9 kmpl,19.9,"ABS, 360 Camera, Touchscreen, Cruise Control, AC, Leather Seats, Voice Control, Wireless Charging"
Honda,WR-V,2015,SUV,Diesel,Diesel,3,10,30,20.0,2000000,Upper Mid,No,18.4 kmpl,18.4,"ABS, Airbags, Power Windows, Sunroof, Leather Seats, Wireless Charging, Apple CarPlay, Connected Car"
Lexus,RX,2018,Compact SUV,Petrol/CNG,Hybrid,16,7,18,12.5,1250000,Mid Range,No,21.6 kmpl,21.6,"EBD, 360 Camera, Airbags, Leather Seats, Ventilated Seats, Power Windows, Touchscreen, Cruise Control, Apple CarPlay, HUD, Android Auto"
Volkswagen,Taigun,2020,Hatchback,Petrol,Petrol,22,3.5,8.5,6.0,600000,Entry Level,No,21.9 kmpl,21.9,"360 Camera, ADAS, ESC, Leather Seats, AC, Power Windows, Cruise Control, HUD, Voice Control, Android Auto"
Volkswagen,Virtus,2022,Compact SUV,Diesel,Diesel,9,7,18,12.5,1250000,Mid Range,No,18.9 kmpl,18.9,"360 Camera, ADAS, Power Windows, Sunroof, Ventilated Seats, HUD"
Citroen,C3,2023,SUV,Petrol,Petrol,13,10,30,20.0,2000000,Upper Mid,No,17.5 kmpl,17.5,"EBD, ABS, TPMS, Hill Hold, AC, Ventilated Seats, Touchscreen, Cruise Control, Sunroof, Android Auto"
Mahindra,Bolero,2022,SUV,Petrol,Petrol,22,10,30,20.0,2000000,Upper Mid,No,18.2 kmpl,18.2,"Airbags, ABS, EBD, TPMS, Sunroof, Leather Seats, AC, Cruise Control, Apple CarPlay, Android Auto, Connected Car"
BYD,E6,2023,Sedan,Electric,EV,1,7.2,19.5,13.4,1335000,Mid Range,Yes,418 km range,418,"ADAS, ABS, Hill Hold, AC, Touchscreen, Sunroof, Ventilated Seats, Android Auto, HUD"
BMW,2 Series,2017,Hatchback,Petrol/CNG,Hybrid,14,3.5,8.5,6.0,600000,Entry Level,No,29.3 kmpl,29.3,"Airbags, EBD, AC, Touchscreen, Power Windows, HUD, Wireless Charging"
Toyota,Innova,2020,Compact SUV,Petrol,Petrol,18,7,18,12.5,1250000,Mid Range,No,19.8 kmpl,19.8,"TPMS, Airbags, Hill Hold, Leather Seats, AC, Power Windows, Sunroof, Touchscreen, Voice Control, HUD, Connected Car"
Volkswagen,Taigun,2018,Sedan,Petrol,Petrol,3,6,15,10.5,1050000,Mid Range,No,20.5 kmpl,20.5,"ESC, ABS, 360 Camera, Ventilated Seats, Cruise Control, Leather Seats, Connected Car, Wireless Charging, Apple CarPlay"
Mercedes,A-Class,2020,Compact SUV,Petrol/CNG,Hybrid,5,7,18,12.5,1250000,Mid Range,No,27.4 kmpl,27.4,"ESC, 360 Camera, Touchscreen, Cruise Control, Power Windows, HUD, Voice Control, Connected Car"
Jeep,Meridian,2018,Hatchback,Electric,EV,2,4.2,11.05,7.6,762500,Entry Level,Yes,238 km range,238,"Airbags, 360 Camera, ABS, EBD, Sunroof, Cruise Control, AC, Android Auto, Voice Control"
Lexus,NX,2017,Electric Hatchback,Petrol/CNG,Hybrid,13,6,12,9.0,900000,Mid Range,No,20.5 kmpl,20.5,"ADAS, Hill Hold, Leather Seats, AC, Power Windows, Wireless Charging"
Renault,Kiger,2015,Hatchback,Petrol,Petrol,1,3.5,8.5,6.0,600000,Entry Level,No,21.1 kmpl,21.1,"360 Camera, ADAS, Airbags, Sunroof, Cruise Control, AC, Power Windows, Ventilated Seats, Android Auto"
Citroen,C5 Aircross,2022,Compact SUV,Petrol,Petrol,14,7,18,12.5,1250000,Mid Range,No,19.7 kmpl,19.7,"360 Camera, Airbags, EBD, ABS, Cruise Control, AC, Sunroof, Ventilated Seats, HUD, Voice Control"
Tata,Harrier,2022,Compact SUV,Petrol,Petrol,24,7,18,12.5,1250000,Mid Range,No,18.9 kmpl,18.9,"EBD, Hill Hold, 360 Camera, ABS, Ventilated Seats, Power Windows, Touchscreen, Android Auto, Apple CarPlay, Voice Control"
Mahindra,Scorpio,2021,SUV,Electric,EV,19,12,39,25.5,2550000,Luxury,Yes,443 km range,443,"Hill Hold, ABS, ADAS, TPMS, AC, Power Windows, Leather Seats, Voice Control, Android Auto, HUD"
Mercedes,C-Class,2017,Hatchback,Petrol/CNG,Hybrid,2,3.5,8.5,6.0,600000,Entry Level,No,27.4 kmpl,27.4,"Hill Hold, ABS, ADAS, Sunroof, Cruise Control, Touchscreen, Apple CarPlay"
Maruti Suzuki,Wagon R,2021,Compact SUV,Petrol/CNG,Hybrid,12,7,18,12.5,1250000,Mid Range,No,24.9 kmpl,24.9,"Hill Hold, ADAS, Cruise Control, Ventilated Seats, Sunroof, Power Windows, Connected Car, Wireless Charging, Android Auto"
BMW,X1,2018,Electric Hatchback,Diesel,Diesel,25,6,12,9.0,900000,Mid Range,No,24.5 kmpl,24.5,"ABS, ESC, Sunroof, Cruise Control, AC, Power Windows, HUD"
Maruti Suzuki,Fronx,2022,Hatchback,Petrol,Petrol,3,3.5,8.5,6.0,600000,Entry Level,No,17.4 kmpl,17.4,"EBD, ESC, Airbags, 360 Camera, Sunroof, AC, Cruise Control, Touchscreen, Apple CarPlay"
MG,Astor,2019,Hatchback,Petrol,Petrol,3,3.5,8.5,6.0,600000,Entry Level,No,18.7 kmpl,18.7,"EBD, ESC, TPMS, AC, Sunroof, Leather Seats, Apple CarPlay"
Skoda,Kushaq,2023,Compact SUV,Diesel,Diesel,7,7,18,12.5,1250000,Mid Range,No,25.1 kmpl,25.1,"ABS, EBD, TPMS, Power Windows, Cruise Control, Touchscreen, AC, Ventilated Seats, Voice Control"
Toyota,Fortuner,2016,Sedan,Petrol/CNG,Hybrid,23,6,15,10.5,1050000,Mid Range,No,21.2 kmpl,21.2,"ABS, ADAS, Touchscreen, Ventilated Seats, Leather Seats, Connected Car"
Skoda,Kushaq,2021,Luxury,Petrol/CNG,Hybrid,23,30,100,65.0,6500000,Luxury,No,24.7 kmpl,24.7,"EBD, 360 Camera, ESC, ABS, AC, Leather Seats, Sunroof, Power Windows, Ventilated Seats, Wireless Charging"
MG,ZS EV,2017,Compact SUV,Petrol,Petrol,21,7,18,12.5,1250000,Mid Range,No,15.4 kmpl,15.4,"Airbags, TPMS, Sunroof, Power Windows, Touchscreen, AC, Leather Seats, Connected Car"
Jeep,Meridian,2021,SUV,Petrol,Petrol,13,10,30,20.0,2000000,Upper Mid,No,15.8 kmpl,15.8,"EBD, TPMS, ESC, Cruise Control, Sunroof, Power Windows, Leather Seats, Android Auto"
Tata,Nexon,2021,Compact SUV,Electric,EV,2,8.4,23.4,15.9,1590000,Upper Mid,Yes,240 km range,240,"TPMS, 360 Camera, Ventilated Seats, Sunroof, AC, Wireless Charging"
Honda,Amaze,2021,Sedan,Petrol,Petrol,20,6,15,10.5,1050000,Mid Range,No,19.4 kmpl,19.4,"ABS, EBD, Power Windows, Sunroof, AC, Apple CarPlay"
Toyota,Hilux,2022,Luxury,Petrol,Petrol,23,30,100,65.0,6500000,Luxury,No,16.1 kmpl,16.1,"Hill Hold, Airbags, Cruise Control, AC, Leather Seats, Sunroof, Voice Control, Android Auto"
Mercedes,C-Class,2017,Electric SUV,Petrol,Petrol,20,12,25,18.5,1850000,Upper Mid,No,23.4 kmpl,23.4,"EBD, Hill Hold, ABS, ESC, Power Windows, Leather Seats, Cruise Control, Voice Control, Connected Car, Apple CarPlay"
Nissan,Kicks,2019,Sedan,Petrol,Petrol,5,6,15,10.5,1050000,Mid Range,No,16.9 kmpl,16.9,"ABS, EBD, Airbags, Hill Hold, Power Windows, Ventilated Seats, Sunroof, Leather Seats, Cruise Control, Connected Car, Wireless Charging, Voice Control"
Kia,Sonet,2020,Compact SUV,Petrol,Petrol,22,7,18,12.5,1250000,Mid Range,No,21.6 kmpl,21.6,"ADAS, EBD, TPMS, Sunroof, AC, Power Windows, Cruise Control, Leather Seats, Apple CarPlay"
BMW,2 Series,2020,Luxury,Petrol/Diesel,Hybrid,13,30,100,65.0,6500000,Luxury,No,15.3 kmpl,15.3,"Airbags, ADAS, ESC, Cruise Control, Ventilated Seats, Power Windows, Connected Car, HUD, Android Auto"
BMW,X1,2019,Compact SUV,Diesel,Diesel,20,7,18,12.5,1250000,Mid Range,No,20.9 kmpl,20.9,"Airbags, TPMS, ADAS, ABS, Leather Seats, Sunroof, Cruise Control, HUD"
Jeep,Meridian,2023,SUV,Petrol,Petrol,25,10,30,20.0,2000000,Upper Mid,No,19.7 kmpl,19.7,"ABS, Hill Hold, 360 Camera, Touchscreen, AC, Power Windows, Cruise Control, Leather Seats, Wireless Charging, Voice Control, Apple CarPlay"
Lexus,NX,2018,Electric SUV,Diesel,Diesel,14,12,25,18.5,1850000,Upper Mid,No,25.2 kmpl,25.2,"ADAS, 360 Camera, Airbags, Power Windows, Leather Seats, Sunroof, Wireless Charging, Apple CarPlay, Voice Control"
Honda,WR-V,2016,Electric SUV,Petrol/Diesel,Hybrid,2,12,25,18.5,1850000,Upper Mid,No,21.2 kmpl,21.2,"TPMS, ABS, ESC, 360 Camera, Power Windows, Ventilated Seats, AC, Leather Seats, Touchscreen, Android Auto"
Tata,Harrier,2017,Compact SUV,Petrol/CNG,Hybrid,24,7,18,12.5,1250000,Mid Range,No,25.0 kmpl,25,"ESC, ABS, ADAS, Airbags, Touchscreen, Sunroof, Cruise Control, AC, Power Windows, Android Auto"
Toyota,Hilux,2022,Luxury,Electric,EV,5,36,130,83.0,8300000,Luxury,Yes,500 km range,500,"EBD, 360 Camera, Cruise Control, Sunroof, Touchscreen, AC, HUD, Apple CarPlay, Wireless Charging"
Kia,EV6,2015,Electric Hatchback,Petrol,Petrol,4,6,12,9.0,900000,Mid Range,No,22.4 kmpl,22.4,"EBD, TPMS, Touchscreen, Ventilated Seats, Leather Seats, HUD, Wireless Charging"
BMW,3 Series,2015,Compact SUV,Petrol,Petrol,23,7,18,12.5,1250000,Mid Range,No,16.0 kmpl,16,"EBD, 360 Camera, Ventilated Seats, Touchscreen, AC, Power Windows, Leather Seats, HUD, Voice Control, Android Auto"
Nissan,Kicks,2017,Hatchback,Petrol,Petrol,24,3.5,8.5,6.0,600000,Entry Level,No,22.1 kmpl,22.1,"EBD, Airbags, Sunroof, Cruise Control, Touchscreen, AC, Power Windows, Connected Car, Wireless Charging"
BYD,E6,2017,Sedan,Petrol,Petrol,4,6,15,10.5,1050000,Mid Range,No,15.0 kmpl,15,"360 Camera, ABS, Airbags, Leather Seats, Ventilated Seats, Sunroof, Android Auto, Connected Car, Wireless Charging"
Kia,Sonet,2015,MPV,Petrol,Petrol,21,8,20,14.0,1400000,Mid Range,No,19.1 kmpl,19.1,"Hill Hold, EBD, Airbags, TPMS, Leather Seats, Touchscreen, Cruise Control, Android Auto, Voice Control"
Honda,City,2022,Hatchback,Diesel,Diesel,11,3.5,8.5,6.0,600000,Entry Level,No,23.7 kmpl,23.7,"360 Camera, Airbags, EBD, Leather Seats, Ventilated Seats, Cruise Control, AC, Power Windows, Wireless Charging"
MG,Hector,2022,Compact SUV,Petrol,Petrol,6,7,18,12.5,1250000,Mid Range,No,24.8 kmpl,24.8,"Airbags, TPMS, ABS, Hill Hold, Touchscreen, Ventilated Seats, Sunroof, AC, HUD, Voice Control, Android Auto"
Volkswagen,Taigun,2016,MPV,Diesel,Diesel,15,8,20,14.0,1400000,Mid Range,No,24.4 kmpl,24.4,"ABS, TPMS, AC, Power Windows, Touchscreen, Ventilated Seats, Apple CarPlay, Android Auto, Voice Control"
Audi,Q5,2018,Hatchback,Petrol,Petrol,21,3.5,8.5,6.0,600000,Entry Level,No,23.6 kmpl,23.6,"360 Camera, Hill Hold, ADAS, Leather Seats, Power Windows, AC, Sunroof, Cruise Control, Android Auto, Voice Control, Connected Car"
Hyundai,i20,2018,Luxury,Petrol/CNG,Hybrid,2,30,100,65.0,6500000,Luxury,No,26.5 kmpl,26.5,"ADAS, 360 Camera, EBD, Airbags, Ventilated Seats, Sunroof, Cruise Control, Voice Control, Connected Car"
Jeep,Compass,2017,SUV,Petrol,Petrol,21,10,30,20.0,2000000,Upper Mid,No,16.3 kmpl,16.3,"ADAS, TPMS, EBD, Airbags, Touchscreen, Leather Seats, Sunroof, Connected Car, Wireless Charging, HUD"
Renault,Triber,2020,SUV,Petrol,Petrol,3,10,30,20.0,2000000,Upper Mid,No,22.2 kmpl,22.2,"ESC, ADAS, Airbags, Touchscreen, Leather Seats, Sunroof, Power Windows, Cruise Control, Apple CarPlay, Wireless Charging"
Force,Gurkha,2019,Sedan,Petrol/Diesel,Hybrid,22,6,15,10.5,1050000,Mid Range,No,21.5 kmpl,21.5,"ESC, Airbags, ABS, AC, Power Windows, Sunroof, Ventilated Seats, HUD"
Hyundai,Alcazar,2020,Hatchback,Diesel,Diesel,10,3.5,8.5,6.0,600000,Entry Level,No,24.7 kmpl,24.7,"TPMS, Airbags, 360 Camera, ABS, Power Windows, Leather Seats, Ventilated Seats, HUD"
MG,Astor,2016,Compact SUV,Petrol,Petrol,17,7,18,12.5,1250000,Mid Range,No,16.8 kmpl,16.8,"ADAS, EBD, AC, Ventilated Seats, Cruise Control, Touchscreen, Voice Control"
Renault,Triber,2016,Hatchback,Petrol/CNG,Hybrid,24,3.5,8.5,6.0,600000,Entry Level,No,22.1 kmpl,22.1,"360 Camera, ADAS, ABS, Airbags, Power Windows, Cruise Control, Leather Seats, AC, Connected Car, Android Auto, Voice Control"
Jeep,Compass,2021,Compact SUV,Diesel,Diesel,6,7,18,12.5,1250000,Mid Range,No,25.0 kmpl,25,"ABS, TPMS, Ventilated Seats, Touchscreen, Leather Seats, Connected Car, Android Auto, Voice Control"
Audi,Q3,2018,Electric Hatchback,Petrol,Petrol,20,6,12,9.0,900000,Mid Range,No,18.9 kmpl,18.9,"Airbags, Hill Hold, Leather Seats, Cruise Control, AC, Ventilated Seats, Sunroof, Wireless Charging"
Volkswagen,Taigun,2022,SUV,Petrol,Petrol,5,10,30,20.0,2000000,Upper Mid,No,16.1 kmpl,16.1,"360 Camera, ADAS, Airbags, ESC, AC, Touchscreen, Cruise Control, Android Auto, Wireless Charging, Voice Control"
Mahindra,XUV 700,2020,Sedan,Petrol,Petrol,10,6,15,10.5,1050000,Mid Range,No,21.0 kmpl,21,"ESC, Airbags, TPMS, Sunroof, Leather Seats, Power Windows, AC, Voice Control, HUD, Connected Car"
BMW,2 Series,2016,Hatchback,Petrol,Petrol,14,3.5,8.5,6.0,600000,Entry Level,No,23.2 kmpl,23.2,"Hill Hold, ABS, TPMS, ESC, Touchscreen, Leather Seats, Sunroof, AC, Android Auto"
Tata,Nexon,2018,MPV,Electric,EV,14,9.6,26,17.8,1780000,Upper Mid,Yes,240 km range,240,"Hill Hold, 360 Camera, Airbags, Leather Seats, Power Windows, AC, Touchscreen, Voice Control, Android Auto, HUD"
BMW,2 Series,2015,Compact SUV,Petrol,Petrol,15,7,18,12.5,1250000,Mid Range,No,23.5 kmpl,23.5,"360 Camera, ADAS, TPMS, Airbags, Touchscreen, AC, Ventilated Seats, Cruise Control, Apple CarPlay"
Skoda,Kushaq,2015,Electric Hatchback,Petrol,Petrol,22,6,12,9.0,900000,Mid Range,No,20.5 kmpl,20.5,"ESC, Airbags, AC, Ventilated Seats, Sunroof, Android Auto"
Force,Gurkha,2023,Sedan,Diesel,Diesel,19,6,15,10.5,1050000,Mid Range,No,20.6 kmpl,20.6,"ADAS, Airbags, ESC, Cruise Control, Touchscreen, Power Windows, HUD, Android Auto"
MG,Hector,2020,Compact SUV,Petrol,Petrol,23,7,18,12.5,1250000,Mid Range,No,24.2 kmpl,24.2,"Hill Hold, EBD, Leather Seats, Ventilated Seats, Sunroof, Power Windows, HUD, Connected Car"
Toyota,Hilux,2023,Hatchback,Petrol,Petrol,24,3.5,8.5,6.0,600000,Entry Level,No,16.3 kmpl,16.3,"TPMS, ADAS, ESC, Sunroof, Power Windows, Leather Seats, Wireless Charging, Apple CarPlay, HUD"
Toyota,Innova,2020,Hatchback,Petrol,Petrol,13,3.5,8.5,6.0,600000,Entry Level,No,16.6 kmpl,16.6,"ABS, ADAS, 360 Camera, Hill Hold, Touchscreen, Leather Seats, Sunroof, Ventilated Seats, Power Windows, HUD, Wireless Charging, Connected Car"
Renault,Triber,2018,Hatchback,Petrol,Petrol,14,3.5,8.5,6.0,600000,Entry Level,No,20.5 kmpl,20.5,"ABS, ESC, EBD, Ventilated Seats, Power Windows, Cruise Control, Sunroof, Wireless Charging, HUD"
BMW,2 Series,2020,Compact SUV,Petrol,Petrol,5,7,18,12.5,1250000,Mid Range,No,20.4 kmpl,20.4,"Hill Hold, EBD, Power Windows, Touchscreen, Ventilated Seats, Sunroof, Leather Seats, Wireless Charging, Connected Car"
Honda,WR-V,2015,Compact SUV,Electric,EV,22,8.4,23.4,15.9,1590000,Upper Mid,Yes,445 km range,445,"ESC, EBD, 360 Camera, Airbags, Cruise Control, AC, Touchscreen, Wireless Charging, Apple CarPlay, Android Auto"
Citroen,C5 Aircross,2020,Compact SUV,Electric,EV,17,8.4,23.4,15.9,1590000,Upper Mid,Yes,238 km range,238,"EBD, Hill Hold, Airbags, Sunroof, Ventilated Seats, Power Windows, Cruise Control, Connected Car, Apple CarPlay"
Jeep,Meridian,2015,MPV,Diesel,Diesel,7,8,20,14.0,1400000,Mid Range,No,21.3 kmpl,21.3,"EBD, ADAS, Sunroof, AC, Leather Seats, Touchscreen, Ventilated Seats, Wireless Charging, Connected Car, Voice Control"
Nissan,Magnite,2017,Electric Hatchback,Electric,EV,1,7.2,15.6,11.4,1140000,Mid Range,Yes,365 km range,365,"ABS, ESC, 360 Camera, Power Windows, Ventilated Seats, AC, Leather Seats, Touchscreen, Voice Control, HUD"
BMW,2 Series,2020,Compact SUV,Petrol,Petrol,9,7,18,12.5,1250000,Mid Range,No,19.6 kmpl,19.6,"Hill Hold, Airbags, ESC, EBD, Touchscreen, Power Windows, Leather Seats, Cruise Control, AC, Apple CarPlay, Wireless Charging"
Skoda,Slavia,2020,SUV,Diesel,Diesel,3,10,30,20.0,2000000,Upper Mid,No,23.9 kmpl,23.9,"TPMS, 360 Camera, Cruise Control, Leather Seats, AC, Sunroof, Android Auto, HUD, Wireless Charging"
Mercedes,C-Class,2017,Sedan,Petrol/CNG,Hybrid,23,6,15,10.5,1050000,Mid Range,No,29.1 kmpl,29.1,"Airbags, 360 Camera, ADAS, ESC, Power Windows, AC, Touchscreen, Apple CarPlay"
Nissan,Magnite,2016,MPV,Petrol/CNG,Hybrid,1,8,20,14.0,1400000,Mid Range,No,27.3 kmpl,27.3,"ADAS, 360 Camera, Ventilated Seats, Touchscreen, Leather Seats, Android Auto"
Volkswagen,Polo,2020,SUV,Diesel,Diesel,7,10,30,20.0,2000000,Upper Mid,No,23.5 kmpl,23.5,"ADAS, Airbags, ABS, EBD, Leather Seats, AC, Power Windows, Cruise Control, HUD, Connected Car, Wireless Charging"
Honda,Amaze,2021,Electric SUV,Petrol,Petrol,21,12,25,18.5,1850000,Upper Mid,No,17.6 kmpl,17.6,"ABS, Hill Hold, ADAS, Leather Seats, Ventilated Seats, Sunroof, Cruise Control, Wireless Charging"
MG,Hector,2021,Compact SUV,Petrol/CNG,Hybrid,17,7,18,12.5,1250000,Mid Range,No,25.9 kmpl,25.9,"360 Camera, ABS, Touchscreen, Ventilated Seats, Sunroof, Power Windows, Android Auto"
Honda,WR-V,2018,Electric SUV,Diesel,Diesel,14,12,25,18.5,1850000,Upper Mid,No,22.2 kmpl,22.2,"360 Camera, EBD, Sunroof, Cruise Control, Touchscreen, Ventilated Seats, HUD, Wireless Charging"
Hyundai,i20,2018,Hatchback,Electric,EV,17,4.2,11.05,7.6,762500,Entry Level,Yes,389 km range,389,"ADAS, Hill Hold, 360 Camera, EBD, Touchscreen, Power Windows, Leather Seats, AC, Cruise Control, Apple CarPlay, Android Auto"
Mercedes,GLA,2023,Hatchback,Diesel,Diesel,10,3.5,8.5,6.0,600000,Entry Level,No,19.4 kmpl,19.4,"Hill Hold, 360 Camera, ADAS, AC, Leather Seats, Cruise Control, Voice Control"
Citroen,C5 Aircross,2023,Hatchback,Petrol,Petrol,3,3.5,8.5,6.0,600000,Entry Level,No,24.2 kmpl,24.2,"EBD, Hill Hold, ESC, Cruise Control, Ventilated Seats, Touchscreen, Sunroof, Leather Seats, Android Auto, HUD, Connected Car"
Kia,Sonet,2015,Compact SUV,Petrol,Petrol,22,7,18,12.5,1250000,Mid Range,No,24.4 kmpl,24.4,"ADAS, 360 Camera, ESC, TPMS, Sunroof, AC, Cruise Control, Ventilated Seats, Leather Seats, Voice Control"
Hyundai,Aura,2019,Compact SUV,Petrol,Petrol,3,7,18,12.5,1250000,Mid Range,No,15.7 kmpl,15.7,"ABS, TPMS, Touchscreen, Power Windows, Cruise Control, Android Auto"
MG,Comet EV,2017,Hatchback,Electric,EV,7,4.2,11.05,7.6,762500,Entry Level,Yes,294 km range,294,"ABS, ESC, EBD, ADAS, Leather Seats, Sunroof, AC, Cruise Control, Touchscreen, Wireless Charging, HUD"
Maruti Suzuki,Wagon R,2015,Hatchback,Petrol,Petrol,19,3.5,8.5,6.0,600000,Entry Level,No,19.1 kmpl,19.1,"Airbags, 360 Camera, TPMS, Sunroof, Ventilated Seats, Leather Seats, Android Auto"
Citroen,C5 Aircross,2023,Hatchback,Petrol,Petrol,3,3.5,8.5,6.0,600000,Entry Level,No,20.7 kmpl,20.7,"Hill Hold, TPMS, Ventilated Seats, Sunroof, Power Windows, Touchscreen, HUD"
